Feature name,Overall Accuracy,Overall Hallucination Rate,Easy Accuracy,Easy Hallucination Rate,Medium Accuracy,Medium Hallucination Rate,Hard Accuracy,Hard Hallucination Rate,Model,Experiment
Gear Teeth,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Claude-3.5,Exp_4b_Multi_View_Chain_of_Thougths
Gusset,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3.5,Exp_4b_Multi_View_Chain_of_Thougths
Hole (Through / Blind Hole),0.8720379146919431,0.03508771929824561,0.9782608695652174,0.12280701754385964,0.907563025210084,0.056,0.8365758754863813,0.0,Claude-3.5,Exp_4b_Multi_View_Chain_of_Thougths
Neck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,Claude-3.5,Exp_4b_Multi_View_Chain_of_Thougths
Pipe / Tube,0.7692307692307693,0.35294117647058826,0.0,1.0,0.3333333333333333,0.75,0.9,0.09090909090909091,Claude-3.5,Exp_4b_Multi_View_Chain_of_Thougths
Pocket (Blind / Through / Circular End Pocket),0.18,0.3076923076923077,0.2631578947368421,0.0,0.21052631578947367,0.3333333333333333,0.0,1.0,Claude-3.5,Exp_4b_Multi_View_Chain_of_Thougths
Sheet Metal Features,0.25,0.0,0.0,0.0,0.5,0.0,0.16666666666666666,0.0,Claude-3.5,Exp_4b_Multi_View_Chain_of_Thougths
Slot (Through / Blind / T-Slot / Dovetail),0.788235294117647,0.1348314606741573,0.75,0.1875,0.7307692307692307,0.17391304347826086,0.8372093023255814,0.1,Claude-3.5,Exp_4b_Multi_View_Chain_of_Thougths
Step (Through / Blind Step),0.7916666666666666,0.5531914893617021,0.6666666666666666,0.8,0.7272727272727273,0.55,0.9,0.4117647058823529,Claude-3.5,Exp_4b_Multi_View_Chain_of_Thougths
Threaded Feature,0.6666666666666666,0.0,1.0,0.0,0.75,0.0,0.3333333333333333,0.0,Claude-3.5,Exp_4b_Multi_View_Chain_of_Thougths
"Boss (Circular / Obround / Irregular / Rectangular, etc)",0.42,0.17857142857142858,0.7142857142857143,0.0,0.47619047619047616,0.09090909090909091,0.2727272727272727,0.36363636363636365,Claude-3.5,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Chamfer / Bevel (Sharp Edge),0.25,0.8636363636363636,0.0,1.0,0.5,0.5,0.0,1.0,Claude-3.5,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Draft,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Claude-3.5,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Fillet / Round (Concave / Convex),0.6728971962616822,0.24271844660194175,1.0,0.3181818181818182,0.6428571428571429,0.4166666666666667,0.6268656716417911,0.06666666666666667,Claude-3.5,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
"Freeform Features (Depression, Protrusion)",0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,1.0,0.2,0.0,Claude-3.5,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Gear Teeth,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Claude-3.5,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Gusset,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3.5,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Hole (Through / Blind Hole),0.8625592417061612,0.05012531328320802,0.9782608695652174,0.20967741935483872,0.8823529411764706,0.05785123966942149,0.8326848249027238,0.0,Claude-3.5,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Neck,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Claude-3.5,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Pipe / Tube,1.0,0.36,0.0,1.0,1.0,0.4444444444444444,1.0,0.15384615384615385,Claude-3.5,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Pocket (Blind / Through / Circular End Pocket),0.18,0.4117647058823529,0.10526315789473684,0.0,0.3157894736842105,0.36363636363636365,0.08333333333333333,0.75,Claude-3.5,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Sheet Metal Features,0.25,0.0,0.0,0.0,0.5,0.0,0.16666666666666666,0.0,Claude-3.5,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Slot (Through / Blind / T-Slot / Dovetail),0.6705882352941176,0.09333333333333334,0.5625,0.0,0.46153846153846156,0.1875,0.8372093023255814,0.08163265306122448,Claude-3.5,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Step (Through / Blind Step),0.7916666666666666,0.48717948717948717,1.0,0.7272727272727273,0.6363636363636364,0.5294117647058824,0.9,0.18181818181818182,Claude-3.5,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Threaded Feature,0.6666666666666666,0.0,1.0,0.0,0.75,0.0,0.3333333333333333,0.0,Claude-3.5,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
"Boss (Circular / Obround / Irregular / Rectangular, etc)",0.04,0.0,0.14285714285714285,0.0,0.0,0.0,0.045454545454545456,0.0,Claude-3,Exp_1_Basic_Prompts
Chamfer / Bevel (Sharp Edge),0.16666666666666666,0.7368421052631579,0.0,1.0,0.3333333333333333,0.16666666666666666,0.0,1.0,Claude-3,Exp_1_Basic_Prompts
Draft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_1_Basic_Prompts
Fillet / Round (Concave / Convex),0.27102803738317754,0.3090909090909091,0.8333333333333334,0.2777777777777778,0.10714285714285714,0.7272727272727273,0.23880597014925373,0.15384615384615385,Claude-3,Exp_1_Basic_Prompts
"Freeform Features (Depression, Protrusion)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_1_Basic_Prompts
Gear Teeth,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,1.0,0.5,Claude-3,Exp_1_Basic_Prompts
Gusset,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_1_Basic_Prompts
Hole (Through / Blind Hole),0.46445497630331756,0.05128205128205128,0.8043478260869565,0.1,0.6302521008403361,0.07692307692307693,0.32684824902723736,0.0,Claude-3,Exp_1_Basic_Prompts
Neck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_1_Basic_Prompts
Pipe / Tube,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_1_Basic_Prompts
Pocket (Blind / Through / Circular End Pocket),0.24,0.4,0.21052631578947367,0.0,0.42105263157894735,0.2727272727272727,0.0,1.0,Claude-3,Exp_1_Basic_Prompts
Sheet Metal Features,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_1_Basic_Prompts
Slot (Through / Blind / T-Slot / Dovetail),0.1411764705882353,0.25,0.125,0.5,0.07692307692307693,0.0,0.18604651162790697,0.2,Claude-3,Exp_1_Basic_Prompts
Step (Through / Blind Step),0.3333333333333333,0.6666666666666666,1.0,0.7272727272727273,0.2727272727272727,0.5,0.2,0.7142857142857143,Claude-3,Exp_1_Basic_Prompts
Threaded Feature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_1_Basic_Prompts
"Boss (Circular / Obround / Irregular / Rectangular, etc)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_2_Improved_Prompts
Chamfer / Bevel (Sharp Edge),0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,Claude-3,Exp_2_Improved_Prompts
Draft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_2_Improved_Prompts
Fillet / Round (Concave / Convex),0.5420560747663551,0.2727272727272727,0.8333333333333334,0.4444444444444444,0.2857142857142857,0.625,0.5970149253731343,0.07017543859649122,Claude-3,Exp_2_Improved_Prompts
"Freeform Features (Depression, Protrusion)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_2_Improved_Prompts
Gear Teeth,1.0,0.11363636363636363,1.0,0.0,0.0,0.0,1.0,0.14084507042253522,Claude-3,Exp_2_Improved_Prompts
Gusset,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_2_Improved_Prompts
Hole (Through / Blind Hole),0.38388625592417064,0.027624309392265192,0.6304347826086957,0.075,0.5798319327731093,0.02631578947368421,0.2490272373540856,0.0,Claude-3,Exp_2_Improved_Prompts
Neck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_2_Improved_Prompts
Pipe / Tube,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Claude-3,Exp_2_Improved_Prompts
Pocket (Blind / Through / Circular End Pocket),0.16,0.42857142857142855,0.10526315789473684,0.0,0.3157894736842105,0.25,0.0,1.0,Claude-3,Exp_2_Improved_Prompts
Sheet Metal Features,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_2_Improved_Prompts
Slot (Through / Blind / T-Slot / Dovetail),0.03529411764705882,0.4,0.0625,0.5,0.038461538461538464,0.0,0.023255813953488372,0.5,Claude-3,Exp_2_Improved_Prompts
Step (Through / Blind Step),0.3333333333333333,0.75,1.0,0.8333333333333334,0.36363636363636365,0.5,0.1,0.8333333333333334,Claude-3,Exp_2_Improved_Prompts
Threaded Feature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_2_Improved_Prompts
"Boss (Circular / Obround / Irregular / Rectangular, etc)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_3_Multi_View
Chamfer / Bevel (Sharp Edge),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_3_Multi_View
Draft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_3_Multi_View
Fillet / Round (Concave / Convex),0.40186915887850466,0.14285714285714285,1.0,0.29411764705882354,0.10714285714285714,0.5555555555555556,0.417910447761194,0.0,Claude-3,Exp_3_Multi_View
"Freeform Features (Depression, Protrusion)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_3_Multi_View
Gear Teeth,0.75,0.1,1.0,0.0,0.0,0.0,0.5,0.6666666666666666,Claude-3,Exp_3_Multi_View
Gusset,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_3_Multi_View
Hole (Through / Blind Hole),0.48578199052132703,0.05263157894736842,0.8695652173913043,0.13793103448275862,0.6638655462184874,0.05263157894736842,0.3346303501945525,0.0,Claude-3,Exp_3_Multi_View
Neck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_3_Multi_View
Pipe / Tube,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_3_Multi_View
Pocket (Blind / Through / Circular End Pocket),0.06,0.5,0.10526315789473684,0.0,0.05263157894736842,0.6666666666666666,0.0,1.0,Claude-3,Exp_3_Multi_View
Sheet Metal Features,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_3_Multi_View
Slot (Through / Blind / T-Slot / Dovetail),0.011764705882352941,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,Claude-3,Exp_3_Multi_View
Step (Through / Blind Step),0.16666666666666666,0.7777777777777778,0.6666666666666666,0.8,0.18181818181818182,0.5,0.0,1.0,Claude-3,Exp_3_Multi_View
Threaded Feature,0.1111111111111111,0.0,0.0,0.0,0.25,0.0,0.0,0.0,Claude-3,Exp_3_Multi_View
"Boss (Circular / Obround / Irregular / Rectangular, etc)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_4a_Multi_View_Few_Shot
Chamfer / Bevel (Sharp Edge),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_4a_Multi_View_Few_Shot
Draft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_4a_Multi_View_Few_Shot
Fillet / Round (Concave / Convex),0.7850467289719626,0.2529411764705882,1.0,0.375,0.6071428571428571,0.54,0.8208955223880597,0.07291666666666667,Claude-3,Exp_4a_Multi_View_Few_Shot
"Freeform Features (Depression, Protrusion)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_4a_Multi_View_Few_Shot
Gear Teeth,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Claude-3,Exp_4a_Multi_View_Few_Shot
Gusset,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_4a_Multi_View_Few_Shot
Hole (Through / Blind Hole),0.5355450236966824,0.06007067137809187,0.8695652173913043,0.15873015873015872,0.7058823529411765,0.06862745098039216,0.3968871595330739,0.0,Claude-3,Exp_4a_Multi_View_Few_Shot
Neck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_4a_Multi_View_Few_Shot
Pipe / Tube,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Claude-3,Exp_4a_Multi_View_Few_Shot
Pocket (Blind / Through / Circular End Pocket),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_4a_Multi_View_Few_Shot
Sheet Metal Features,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_4a_Multi_View_Few_Shot
Slot (Through / Blind / T-Slot / Dovetail),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_4a_Multi_View_Few_Shot
Step (Through / Blind Step),0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Claude-3,Exp_4a_Multi_View_Few_Shot
Threaded Feature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_4a_Multi_View_Few_Shot
"Boss (Circular / Obround / Irregular / Rectangular, etc)",0.04,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,Claude-3,Exp_4b_Multi_View_Chain_of_Thougths
Chamfer / Bevel (Sharp Edge),0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Claude-3,Exp_4b_Multi_View_Chain_of_Thougths
Draft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_4b_Multi_View_Chain_of_Thougths
Fillet / Round (Concave / Convex),0.5794392523364486,0.20930232558139536,1.0,0.4827586206896552,0.5357142857142857,0.2413793103448276,0.5223880597014925,0.08450704225352113,Claude-3,Exp_4b_Multi_View_Chain_of_Thougths
"Freeform Features (Depression, Protrusion)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_4b_Multi_View_Chain_of_Thougths
Gear Teeth,0.75,0.3793103448275862,1.0,0.0,0.0,0.0,0.5,0.9166666666666666,Claude-3,Exp_4b_Multi_View_Chain_of_Thougths
Gusset,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_4b_Multi_View_Chain_of_Thougths
Hole (Through / Blind Hole),0.4928909952606635,0.04417670682730924,0.8478260869565217,0.14035087719298245,0.7058823529411765,0.030927835051546393,0.33073929961089493,0.0,Claude-3,Exp_4b_Multi_View_Chain_of_Thougths
Neck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_4b_Multi_View_Chain_of_Thougths
Pipe / Tube,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Claude-3,Exp_4b_Multi_View_Chain_of_Thougths
Pocket (Blind / Through / Circular End Pocket),0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,Claude-3,Exp_4b_Multi_View_Chain_of_Thougths
Sheet Metal Features,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_4b_Multi_View_Chain_of_Thougths
Slot (Through / Blind / T-Slot / Dovetail),0.023529411764705882,0.3333333333333333,0.0625,0.0,0.0,0.0,0.023255813953488372,0.5,Claude-3,Exp_4b_Multi_View_Chain_of_Thougths
Step (Through / Blind Step),0.125,0.8125,0.6666666666666666,0.75,0.09090909090909091,0.75,0.0,1.0,Claude-3,Exp_4b_Multi_View_Chain_of_Thougths
Threaded Feature,0.2222222222222222,0.0,0.5,0.0,0.25,0.0,0.0,0.0,Claude-3,Exp_4b_Multi_View_Chain_of_Thougths
"Boss (Circular / Obround / Irregular / Rectangular, etc)",0.02,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,Claude-3,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Chamfer / Bevel (Sharp Edge),0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,Claude-3,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Draft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Fillet / Round (Concave / Convex),0.7383177570093458,0.28444444444444444,1.0,0.45,0.8214285714285714,0.379746835443038,0.6567164179104478,0.1509433962264151,Claude-3,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
"Freeform Features (Depression, Protrusion)",0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,Claude-3,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Gear Teeth,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Claude-3,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Gusset,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Hole (Through / Blind Hole),0.542654028436019,0.061855670103092786,0.8478260869565217,0.1875,0.6974789915966386,0.058823529411764705,0.4163424124513619,0.0,Claude-3,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Neck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Pipe / Tube,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,Claude-3,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Pocket (Blind / Through / Circular End Pocket),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Sheet Metal Features,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Slot (Through / Blind / T-Slot / Dovetail),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Claude-3,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Step (Through / Blind Step),0.041666666666666664,0.8333333333333334,0.3333333333333333,0.5,0.0,0.0,0.0,1.0,Claude-3,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
Threaded Feature,0.2222222222222222,0.0,0.0,0.0,0.25,0.0,0.3333333333333333,0.0,Claude-3,Exp_5_Multi_View_Few_Shot_Chain_of_thoughts
"Boss (Circular / Obround / Irregular / Rectangular, etc)",0.04,0.0,0.0,0.0,0.09523809523809523,0.0,0.0,0.0,MiniCPM,Exp_1_Basic_Prompts
Chamfer / Bevel (Sharp Edge),0.6666666666666666,0.9052631578947369,0.5,0.9032258064516129,0.8333333333333334,0.8064516129032258,0.0,1.0,MiniCPM,Exp_1_Basic_Prompts
Draft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MiniCPM,Exp_1_Basic_Prompts
Fillet / Round (Concave / Convex),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MiniCPM,Exp_1_Basic_Prompts
"Freeform Features (Depression, Protrusion)",0.16666666666666666,0.75,1.0,0.0,0.0,1.0,0.0,0.0,MiniCPM,Exp_1_Basic_Prompts
Gear Teeth,0.75,0.0,1.0,0.0,0.0,0.0,0.5,0.0,MiniCPM,Exp_1_Basic_Prompts
Gusset,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MiniCPM,Exp_1_Basic_Prompts
Hole (Through / Blind Hole),0.4099526066350711,0.08673469387755102,0.6956521739130435,0.24444444444444444,0.5210084033613446,0.08450704225352113,0.30739299610894943,0.0,MiniCPM,Exp_1_Basic_Prompts
Neck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MiniCPM,Exp_1_Basic_Prompts
Pipe / Tube,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MiniCPM,Exp_1_Basic_Prompts
Pocket (Blind / Through / Circular End Pocket),0.02,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,MiniCPM,Exp_1_Basic_Prompts
Sheet Metal Features,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MiniCPM,Exp_1_Basic_Prompts
Slot (Through / Blind / T-Slot / Dovetail),0.08235294117647059,0.3,0.0625,0.0,0.15384615384615385,0.2,0.046511627906976744,0.5,MiniCPM,Exp_1_Basic_Prompts
Step (Through / Blind Step),0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,MiniCPM,Exp_1_Basic_Prompts
Threaded Feature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MiniCPM,Exp_1_Basic_Prompts
"Boss (Circular / Obround / Irregular / Rectangular, etc)",0.02,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,MiniCPM,Exp_2_Improved_Prompts
Chamfer / Bevel (Sharp Edge),0.6666666666666666,0.90625,0.5,0.9,0.8333333333333334,0.8064516129032258,0.0,1.0,MiniCPM,Exp_2_Improved_Prompts
Draft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MiniCPM,Exp_2_Improved_Prompts
Fillet / Round (Concave / Convex),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MiniCPM,Exp_2_Improved_Prompts
"Freeform Features (Depression, Protrusion)",0.16666666666666666,0.8571428571428571,1.0,0.5,0.0,1.0,0.0,1.0,MiniCPM,Exp_2_Improved_Prompts
Gear Teeth,0.75,0.0,1.0,0.0,0.0,0.0,0.5,0.0,MiniCPM,Exp_2_Improved_Prompts
Gusset,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MiniCPM,Exp_2_Improved_Prompts
Hole (Through / Blind Hole),0.3957345971563981,0.08900523560209424,0.6086956521739131,0.2682926829268293,0.5462184873949579,0.08,0.28793774319066145,0.0,MiniCPM,Exp_2_Improved_Prompts
Neck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MiniCPM,Exp_2_Improved_Prompts
Pipe / Tube,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MiniCPM,Exp_2_Improved_Prompts
Pocket (Blind / Through / Circular End Pocket),0.04,0.3333333333333333,0.0,0.0,0.10526315789473684,0.0,0.0,1.0,MiniCPM,Exp_2_Improved_Prompts
Sheet Metal Features,0.125,0.0,0.0,0.0,0.5,0.0,0.0,0.0,MiniCPM,Exp_2_Improved_Prompts
Slot (Through / Blind / T-Slot / Dovetail),0.047058823529411764,0.7222222222222222,0.125,0.7692307692307693,0.07692307692307693,0.0,0.0,1.0,MiniCPM,Exp_2_Improved_Prompts
Step (Through / Blind Step),0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,MiniCPM,Exp_2_Improved_Prompts
Threaded Feature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MiniCPM,Exp_2_Improved_Prompts
"Boss (Circular / Obround / Irregular / Rectangular, etc)",0.04,0.3333333333333333,0.0,1.0,0.0,0.0,0.09090909090909091,0.0,MiniCPM,Exp_3_Multi_View
Chamfer / Bevel (Sharp Edge),0.6666666666666666,0.9210526315789473,0.5,0.90625,0.8333333333333334,0.8421052631578947,0.0,1.0,MiniCPM,Exp_3_Multi_View
Draft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MiniCPM,Exp_3_Multi_View
Fillet / Round (Concave / Convex),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MiniCPM,Exp_3_Multi_View
"Freeform Features (Depression, Protrusion)",0.16666666666666666,0.9090909090909091,0.0,1.0,0.0,1.0,0.2,0.5,MiniCPM,Exp_3_Multi_View
Gear Teeth,0.75,0.0,1.0,0.0,0.0,0.0,0.5,0.0,MiniCPM,Exp_3_Multi_View
Gusset,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MiniCPM,Exp_3_Multi_View
Hole (Through / Blind Hole),0.509478672985782,0.1,0.9565217391304348,0.2597402597402597,0.6470588235294118,0.09523809523809523,0.3657587548638132,0.0,MiniCPM,Exp_3_Multi_View
Neck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MiniCPM,Exp_3_Multi_View
Pipe / Tube,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,MiniCPM,Exp_3_Multi_View
Pocket (Blind / Through / Circular End Pocket),0.04,0.7142857142857143,0.0,1.0,0.10526315789473684,0.5,0.0,1.0,MiniCPM,Exp_3_Multi_View
Sheet Metal Features,0.125,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,MiniCPM,Exp_3_Multi_View
Slot (Through / Blind / T-Slot / Dovetail),0.07058823529411765,0.0,0.25,0.0,0.07692307692307693,0.0,0.0,0.0,MiniCPM,Exp_3_Multi_View
Step (Through / Blind Step),0.3333333333333333,0.64,0.6666666666666666,0.75,0.2727272727272727,0.5555555555555556,0.3,0.625,MiniCPM,Exp_3_Multi_View
Threaded Feature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MiniCPM,Exp_3_Multi_View
"Boss (Circular / Obround / Irregular / Rectangular, etc)",0.26,0.6153846153846154,0.5714285714285714,0.3333333333333333,0.14285714285714285,0.6923076923076923,0.2727272727272727,0.65,MiniCPM,Exp_4a_Multi_View_Few_Shot
Chamfer / Bevel (Sharp Edge),0.6666666666666666,0.9295774647887324,0.5,0.925,0.8333333333333334,0.8627450980392157,0.0,1.0,MiniCPM,Exp_4a_Multi_View_Few_Shot
Draft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MiniCPM,Exp_4a_Multi_View_Few_Shot
Fillet / Round (Concave / Convex),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MiniCPM,Exp_4a_Multi_View_Few_Shot
"Freeform Features (Depression, Protrusion)",0.3333333333333333,0.9047619047619048,0.0,1.0,0.0,1.0,0.4,0.7142857142857143,MiniCPM,Exp_4a_Multi_View_Few_Shot
Gear Teeth,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.0,MiniCPM,Exp_4a_Multi_View_Few_Shot
Gusset,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MiniCPM,Exp_4a_Multi_View_Few_Shot
Hole (Through / Blind Hole),0.495260663507109,0.1076388888888889,0.8913043478260869,0.2777777777777778,0.5798319327731093,0.11,0.3852140077821012,0.0,MiniCPM,Exp_4a_Multi_View_Few_Shot
Neck,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,MiniCPM,Exp_4a_Multi_View_Few_Shot
Pipe / Tube,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MiniCPM,Exp_4a_Multi_View_Few_Shot
Pocket (Blind / Through / Circular End Pocket),0.26,0.765625,0.2631578947368421,0.6666666666666666,0.21052631578947367,0.75,0.3333333333333333,0.8461538461538461,MiniCPM,Exp_4a_Multi_View_Few_Shot
Sheet Metal Features,0.125,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,MiniCPM,Exp_4a_Multi_View_Few_Shot
Slot (Through / Blind / T-Slot / Dovetail),0.09411764705882353,0.35,0.1875,0.25,0.0,0.0,0.11627906976744186,0.4166666666666667,MiniCPM,Exp_4a_Multi_View_Few_Shot
Step (Through / Blind Step),0.375,0.8648648648648649,1.0,0.88,0.18181818181818182,0.9,0.4,0.8275862068965517,MiniCPM,Exp_4a_Multi_View_Few_Shot
